12-01-2017,19:32:04, 367 , 275.1 , 247 , 280.9 , 89.8 , 544.9 , 0 , 0 , 169.3 , 258 , 257.9 , 0 , 0 , 30.2 , 26.8 , 3 , 35.6 , 0 , 31.5 , 22.6 , 7.25 , 0 , 7.06 , 7.03 , 35 , 19 , 20 , 9 , 59.99 , .013 ,8848,0080,01FF, 80 , 21 , 0 , 0 , 142 , 141 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:33:04, 360.6 , 282.6 , 243.9 , 286.1 , 80.5 , 532.4 , 0 , 0 , 169.4 , 258 , 257.9 , 0 , 0 , 29.3 , 26.7 , 3 , 30.2 , 0 , 28.7 , 21.4 , 7.28 , 0 , 6.99 , 6.85 , 35 , 19 , 20 , 9 , 59.99 , .014 ,8848,0080,01F3, 80 , 21 , 0 , 0 , 0 , 287 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:34:04, 360.6 , 282.6 , 243.9 , 286.1 , 80.5 , 532.4 , 0 , 0 , 169.4 , 258 , 257.9 , 0 , 0 , 29.3 , 26.7 , 3 , 30.2 , 0 , 28.7 , 21.4 , 7.28 , 0 , 6.99 , 6.85 , 35 , 19 , 20 , 9 , 59.99 , .014 ,8848,0080,01F3, 80 , 21 , 0 , 0 , 0 , 287 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:35:04, 338.9 , 263.3 , 246.2 , 289 , 80.7 , 534.9 , 0 , 0 , 169 , 258 , 257.9 , 0 , 0 , 29.2 , 26.1 , 3 , 28.2 , 0 , 29 , 23.4 , 7.12 , 0 , 6.82 , 6.88 , 35 , 19 , 20 , 9 , 60.02 , .017 ,8848,0080,01F3, 80 , 21 , 0 , 0 , 0 , 268 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:36:05, 338.9 , 263.3 , 246.2 , 289 , 80.7 , 534.9 , 0 , 0 , 169 , 258 , 257.9 , 0 , 0 , 29.2 , 26.1 , 3 , 28.2 , 0 , 29 , 23.4 , 7.12 , 0 , 6.82 , 6.88 , 35 , 19 , 20 , 9 , 60.02 , .017 ,8848,0080,01F3, 80 , 21 , 0 , 0 , 0 , 268 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:37:05, 323.4 , 240.1 , 233.1 , 283.7 , 87 , 528.1 , 0 , 0 , 169 , 258 , 257.9 , 0 , 0 , 30.6 , 26.3 , 3 , 31.6 , 0 , 31.1 , 24.1 , 7.24 , 0 , 6.92 , 7.14 , 35 , 19 , 20 , 9 , 59.98 , .013 ,8848,0080,01F3, 80 , 21 , 0 , 0 , 0 , 244 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:38:04, 323.4 , 240.1 , 233.1 , 283.7 , 87 , 528.1 , 0 , 0 , 169 , 258 , 257.9 , 0 , 0 , 30.6 , 26.3 , 3 , 31.6 , 0 , 31.1 , 24.1 , 7.24 , 0 , 6.92 , 7.14 , 35 , 19 , 20 , 9 , 59.98 , .013 ,8848,0080,01F3, 80 , 21 , 0 , 0 , 0 , 244 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:39:04, 326.6 , 233.6 , 222.5 , 277.7 , 90.2 , 520.7 , 0 , 0 , 170.4 , 258 , 257.9 , 0 , 0 , 32.5 , 27.5 , 3 , 31.5 , 0 , 34.7 , 23.9 , 7.38 , 0 , 7.26 , 7.34 , 35 , 19 , 20 , 9 , 60.07 , .019 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:40:04, 326.6 , 233.6 , 222.5 , 277.7 , 90.2 , 520.7 , 0 , 0 , 170.4 , 258 , 257.9 , 0 , 0 , 32.5 , 27.5 , 3 , 31.5 , 0 , 34.7 , 23.9 , 7.38 , 0 , 7.26 , 7.34 , 35 , 19 , 20 , 9 , 60.07 , .019 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:41:04, 330.1 , 223.1 , 206.2 , 271.7 , 107.4 , 521.6 , 0 , 0 , 168.2 , 258 , 257.9 , 0 , 0 , 37.2 , 28.7 , 3 , 37.1 , 0 , 41.1 , 29.1 , 7.78 , 0 , 7.75 , 7.8 , 35 , 19 , 20 , 9 , 60.01 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 231 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:42:04, 330.1 , 223.1 , 206.2 , 271.7 , 107.4 , 521.6 , 0 , 0 , 168.2 , 258 , 257.9 , 0 , 0 , 37.2 , 28.7 , 3 , 37.1 , 0 , 41.1 , 29.1 , 7.78 , 0 , 7.75 , 7.8 , 35 , 19 , 20 , 9 , 60.01 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 231 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:43:04, 315.5 , 202.5 , 194.7 , 265.7 , 112.5 , 515.2 , 0 , 0 , 168.6 , 258 , 257.9 , 0 , 0 , 39.7 , 29.9 , 3 , 41.3 , 0 , 43.8 , 27.2 , 7.95 , 0 , 8.02 , 8.03 , 35 , 19 , 20 , 9 , 59.99 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 206 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:44:04, 315.5 , 202.5 , 194.7 , 265.7 , 112.5 , 515.2 , 0 , 0 , 168.6 , 258 , 257.9 , 0 , 0 , 39.7 , 29.9 , 3 , 41.3 , 0 , 43.8 , 27.2 , 7.95 , 0 , 8.02 , 8.03 , 35 , 19 , 20 , 9 , 59.99 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 206 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:45:04, 329.3 , 220 , 195.6 , 259.7 , 112.4 , 516 , 0 , 0 , 168.3 , 258 , 257.9 , 0 , 0 , 38.5 , 31.1 , 3 , 41.9 , 0 , 40.1 , 30.3 , 8.29 , 0 , 8.07 , 7.89 , 35 , 19 , 20 , 9 , 60.04 , .018 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 225 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:46:05, 329.3 , 220 , 195.6 , 259.7 , 112.4 , 516 , 0 , 0 , 168.3 , 258 , 257.9 , 0 , 0 , 38.5 , 31.1 , 3 , 41.9 , 0 , 40.1 , 30.3 , 8.29 , 0 , 8.07 , 7.89 , 35 , 19 , 20 , 9 , 60.04 , .018 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 225 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:47:05, 329.9 , 234 , 201.6 , 253.7 , 107 , 516.6 , 0 , 0 , 167.7 , 258 , 257.9 , 0 , 0 , 37.4 , 32.3 , 3 , 40.6 , 0 , 39.4 , 26.9 , 8.02 , 0 , 7.98 , 7.84 , 35 , 19 , 20 , 9 , 60.01 , .019 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:48:05, 329.9 , 234 , 201.6 , 253.7 , 107 , 516.6 , 0 , 0 , 167.7 , 258 , 257.9 , 0 , 0 , 37.4 , 32.3 , 3 , 40.6 , 0 , 39.4 , 26.9 , 8.02 , 0 , 7.98 , 7.84 , 35 , 19 , 20 , 9 , 60.01 , .019 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:49:04, 336.2 , 227.9 , 207.6 , 247.7 , 107.7 , 523.3 , 0 , 0 , 167.9 , 258 , 257.9 , 0 , 0 , 36.2 , 33.5 , 3 , 40.6 , 0 , 38.9 , 28.1 , 7.86 , 0 , 7.68 , 8.02 , 35 , 19 , 20 , 9 , 59.99 , .017 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 229 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:50:04, 336.2 , 227.9 , 207.6 , 247.7 , 107.7 , 523.3 , 0 , 0 , 167.9 , 258 , 257.9 , 0 , 0 , 36.2 , 33.5 , 3 , 40.6 , 0 , 38.9 , 28.1 , 7.86 , 0 , 7.68 , 8.02 , 35 , 19 , 20 , 9 , 59.99 , .017 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 229 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:51:04, 348.6 , 241 , 213.6 , 252.1 , 108.8 , 530.4 , 0 , 0 , 168.2 , 258 , 257.9 , 0 , 0 , 37 , 34.2 , 3 , 42.1 , 0 , 38.1 , 28.5 , 7.83 , 0 , 7.83 , 7.83 , 35 , 19 , 20 , 9 , 59.99 , .016 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 244 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:52:04, 348.6 , 241 , 213.6 , 252.1 , 108.8 , 530.4 , 0 , 0 , 168.2 , 258 , 257.9 , 0 , 0 , 37 , 34.2 , 3 , 42.1 , 0 , 38.1 , 28.5 , 7.83 , 0 , 7.83 , 7.83 , 35 , 19 , 20 , 9 , 59.99 , .016 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 244 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:53:04, 339.2 , 238 , 219.6 , 250.3 , 105.3 , 532.8 , 0 , 0 , 168 , 258 , 257.9 , 0 , 0 , 36.3 , 33.1 , 3 , 39.8 , 0 , 38.3 , 27.1 , 7.82 , 0 , 7.85 , 7.66 , 35 , 19 , 20 , 9 , 60.03 , .018 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 244 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:54:04, 339.2 , 238 , 219.6 , 250.3 , 105.3 , 532.8 , 0 , 0 , 168 , 258 , 257.9 , 0 , 0 , 36.3 , 33.1 , 3 , 39.8 , 0 , 38.3 , 27.1 , 7.82 , 0 , 7.85 , 7.66 , 35 , 19 , 20 , 9 , 60.03 , .018 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 244 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:55:04, 341.5 , 236.2 , 225.6 , 254 , 111.5 , 545.1 , 0 , 0 , 167.4 , 258 , 257.9 , 0 , 0 , 37.3 , 34.3 , 3 , 39.9 , 0 , 41.5 , 30.1 , 7.98 , 0 , 7.95 , 7.76 , 35 , 19 , 20 , 9 , 60.01 , .016 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 236 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:56:04, 341.5 , 236.2 , 225.6 , 254 , 111.5 , 545.1 , 0 , 0 , 167.4 , 258 , 257.9 , 0 , 0 , 37.3 , 34.3 , 3 , 39.9 , 0 , 41.5 , 30.1 , 7.98 , 0 , 7.95 , 7.76 , 35 , 19 , 20 , 9 , 60.01 , .016 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 236 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:57:04, 344.1 , 239.7 , 212.5 , 248 , 107.8 , 528.3 , 0 , 0 , 167.6 , 258 , 257.9 , 0 , 0 , 36.7 , 35 , 3 , 39.6 , 0 , 38.6 , 29.5 , 7.89 , 0 , 7.98 , 7.91 , 35 , 19 , 20 , 9 , 60.02 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 248 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:58:04, 344.1 , 239.7 , 212.5 , 248 , 107.8 , 528.3 , 0 , 0 , 167.6 , 258 , 257.9 , 0 , 0 , 36.7 , 35 , 3 , 39.6 , 0 , 38.6 , 29.5 , 7.89 , 0 , 7.98 , 7.91 , 35 , 19 , 20 , 9 , 60.02 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 248 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,19:59:04, 350.6 , 244.1 , 218.5 , 251.5 , 110.3 , 536.9 , 0 , 0 , 167.8 , 258 , 257.9 , 0 , 0 , 37.2 , 34.9 , 3 , 41.5 , 0 , 39.5 , 29.3 , 7.86 , 0 , 7.96 , 7.94 , 35 , 19 , 20 , 9 , 60.01 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 248 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:00:05, 350.6 , 244.1 , 218.5 , 251.5 , 110.3 , 536.9 , 0 , 0 , 167.8 , 258 , 257.9 , 0 , 0 , 37.2 , 34.9 , 3 , 41.5 , 0 , 39.5 , 29.3 , 7.86 , 0 , 7.96 , 7.94 , 35 , 19 , 20 , 9 , 60.01 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 248 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:01:05, 337.8 , 230.5 , 224 , 251.5 , 107.9 , 539.9 , 0 , 0 , 167.5 , 258 , 257.9 , 0 , 0 , 37.2 , 34.9 , 3 , 41.9 , 0 , 38.5 , 27.4 , 7.94 , 0 , 7.98 , 8.11 , 35 , 19 , 20 , 9 , 60.02 , .017 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:02:04, 337.8 , 230.5 , 224 , 251.5 , 107.9 , 539.9 , 0 , 0 , 167.5 , 258 , 257.9 , 0 , 0 , 37.2 , 34.9 , 3 , 41.9 , 0 , 38.5 , 27.4 , 7.94 , 0 , 7.98 , 8.11 , 35 , 19 , 20 , 9 , 60.02 , .017 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:03:05, 336 , 244.1 , 220.5 , 257.6 , 98.6 , 527.1 , 0 , 0 , 167.4 , 258 , 257.9 , 0 , 0 , 36 , 32.8 , 3 , 36.9 , 0 , 34.1 , 27.5 , 7.81 , 0 , 7.67 , 8 , 35 , 19 , 20 , 9 , 60.03 , .017 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 249 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:04:05, 336 , 244.1 , 220.5 , 257.6 , 98.6 , 527.1 , 0 , 0 , 167.4 , 258 , 257.9 , 0 , 0 , 36 , 32.8 , 3 , 36.9 , 0 , 34.1 , 27.5 , 7.81 , 0 , 7.67 , 8 , 35 , 19 , 20 , 9 , 60.03 , .017 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 249 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
DATE,TIME,Village Load,Diesel kW,Diesel Min kW,Diesel Max kW,Wind Output,Wind Allowed,Dispatch Wait,SLC Load,SLC Temp,SLC Fixed kW,SLC Thermal kW,SLC Max kW,SLC Avg kW,Wind Max kW,Wind Min kW,# Turbines On-Line,WTG1 Output,WTG2 Output,WTG3 Output,WTG4 Output,WTG1 WindSpd,WTG2 WindSpd,WTG3 WindSpd,WTG4 WindSpd,WTG1 Starts,WTG2 Starts,WTG3 Starts,WTG4 Starts,Frequency,Instability,Wind status,SLC status,Diesel status,System Wind Allowed,Outage Count,ILC kW,ILC Temp,Diesel1 kW,Diesel2 kW,Diesel3 kW,Diesel4 kW,WTG1 Faults L,WTG1 Faults H,WTG2 Faults L,WTG2 Faults H,WTG3 Faults L,WTG3 Faults H,WTG3 Faults L,WTG4 Faults H,ILC Status,ILC kWhrs
12-01-2017,20:05:04, 336.4 , 244.1 , 226.2 , 252.9 , 95 , 529.2 , 0 , 0 , 167.3 , 258 , 257.9 , 0 , 0 , 34.8 , 31.4 , 3 , 33 , 0 , 34.7 , 27.2 , 7.56 , 0 , 7.51 , 7.58 , 35 , 19 , 20 , 9 , 59.96 , .017 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 246 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:06:05, 336.4 , 244.1 , 226.2 , 252.9 , 95 , 529.2 , 0 , 0 , 167.3 , 258 , 257.9 , 0 , 0 , 34.8 , 31.4 , 3 , 33 , 0 , 34.7 , 27.2 , 7.56 , 0 , 7.51 , 7.58 , 35 , 19 , 20 , 9 , 59.96 , .017 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 246 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:07:04, 340.1 , 240.1 , 232.2 , 252.4 , 99.4 , 539.6 , 0 , 0 , 166.9 , 258 , 257.9 , 0 , 0 , 33.6 , 30.5 , 3 , 38.3 , 0 , 34.8 , 26.1 , 7.4 , 0 , 7.46 , 7.56 , 35 , 19 , 20 , 9 , 60 , .021 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 246 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:08:04, 340.1 , 240.1 , 232.2 , 252.4 , 99.4 , 539.6 , 0 , 0 , 166.9 , 258 , 257.9 , 0 , 0 , 33.6 , 30.5 , 3 , 38.3 , 0 , 34.8 , 26.1 , 7.4 , 0 , 7.46 , 7.56 , 35 , 19 , 20 , 9 , 60 , .021 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 246 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:09:04, 344.9 , 260.7 , 225.2 , 263.5 , 91.6 , 524.8 , 0 , 0 , 166.8 , 258 , 257.9 , 0 , 0 , 32.4 , 29.4 , 3 , 33.5 , 0 , 33.6 , 24.4 , 7.42 , 0 , 7.39 , 7.42 , 35 , 19 , 20 , 9 , 60 , .021 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 261 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:10:04, 344.9 , 260.7 , 225.2 , 263.5 , 91.6 , 524.8 , 0 , 0 , 166.8 , 258 , 257.9 , 0 , 0 , 32.4 , 29.4 , 3 , 33.5 , 0 , 33.6 , 24.4 , 7.42 , 0 , 7.39 , 7.42 , 35 , 19 , 20 , 9 , 60 , .021 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 261 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:11:04, 343.8 , 262.5 , 231.2 , 280.7 , 85.1 , 524.3 , 0 , 0 , 167.4 , 258 , 257.9 , 0 , 0 , 31.4 , 28 , 3 , 30.9 , 0 , 29.8 , 24.3 , 7.35 , 0 , 7.31 , 7.25 , 35 , 19 , 20 , 9 , 59.98 , .018 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 266 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:12:04, 343.8 , 262.5 , 231.2 , 280.7 , 85.1 , 524.3 , 0 , 0 , 167.4 , 258 , 257.9 , 0 , 0 , 31.4 , 28 , 3 , 30.9 , 0 , 29.8 , 24.3 , 7.35 , 0 , 7.31 , 7.25 , 35 , 19 , 20 , 9 , 59.98 , .018 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 266 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:13:04, 329.2 , 241.9 , 236.4 , 277.3 , 92.7 , 537.2 , 0 , 0 , 167 , 258 , 257.9 , 0 , 0 , 32.3 , 29.2 , 3 , 34.7 , 0 , 32.7 , 25.2 , 7.43 , 0 , 7.35 , 7.31 , 35 , 19 , 20 , 9 , 60.01 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 246 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:14:04, 329.2 , 241.9 , 236.4 , 277.3 , 92.7 , 537.2 , 0 , 0 , 167 , 258 , 257.9 , 0 , 0 , 32.3 , 29.2 , 3 , 34.7 , 0 , 32.7 , 25.2 , 7.43 , 0 , 7.35 , 7.31 , 35 , 19 , 20 , 9 , 60.01 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 246 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:15:04, 367 , 283.9 , 238.2 , 288.5 , 88.4 , 534.6 , 0 , 0 , 166.7 , 258 , 257.9 , 0 , 0 , 31.3 , 28.8 , 3 , 32.5 , 0 , 31.6 , 24.3 , 7.23 , 0 , 7.28 , 7.42 , 35 , 19 , 20 , 9 , 60.02 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 289 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:16:04, 367 , 283.9 , 238.2 , 288.5 , 88.4 , 534.6 , 0 , 0 , 166.7 , 258 , 257.9 , 0 , 0 , 31.3 , 28.8 , 3 , 32.5 , 0 , 31.6 , 24.3 , 7.23 , 0 , 7.28 , 7.42 , 35 , 19 , 20 , 9 , 60.02 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 289 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:17:04, 335.8 , 252.8 , 244.2 , 282.5 , 86.1 , 538.3 , 0 , 0 , 167.2 , 258 , 257.9 , 0 , 0 , 30.5 , 27.9 , 3 , 30 , 0 , 32 , 24 , 7.18 , 0 , 7.19 , 7.29 , 35 , 19 , 20 , 9 , 59.99 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 259 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:18:04, 335.8 , 252.8 , 244.2 , 282.5 , 86.1 , 538.3 , 0 , 0 , 167.2 , 258 , 257.9 , 0 , 0 , 30.5 , 27.9 , 3 , 30 , 0 , 32 , 24 , 7.18 , 0 , 7.19 , 7.29 , 35 , 19 , 20 , 9 , 59.99 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 259 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:19:04, 319.1 , 233.6 , 229 , 276.5 , 89 , 526 , 0 , 0 , 167.1 , 258 , 257.9 , 0 , 0 , 30.7 , 27.3 , 3 , 33.5 , 0 , 29.7 , 25.7 , 7.15 , 0 , 7.08 , 7.35 , 35 , 19 , 20 , 9 , 60.02 , .012 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:20:04, 319.1 , 233.6 , 229 , 276.5 , 89 , 526 , 0 , 0 , 167.1 , 258 , 257.9 , 0 , 0 , 30.7 , 27.3 , 3 , 33.5 , 0 , 29.7 , 25.7 , 7.15 , 0 , 7.08 , 7.35 , 35 , 19 , 20 , 9 , 60.02 , .012 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:21:04, 343.3 , 263.3 , 235 , 270.5 , 85.6 , 528.6 , 0 , 0 , 167 , 258 , 257.9 , 0 , 0 , 30.2 , 27.3 , 3 , 32.5 , 0 , 29.7 , 23.4 , 7.22 , 0 , 7.2 , 7.18 , 35 , 19 , 20 , 9 , 60 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 268 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:22:04, 343.3 , 263.3 , 235 , 270.5 , 85.6 , 528.6 , 0 , 0 , 167 , 258 , 257.9 , 0 , 0 , 30.2 , 27.3 , 3 , 32.5 , 0 , 29.7 , 23.4 , 7.22 , 0 , 7.2 , 7.18 , 35 , 19 , 20 , 9 , 60 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 268 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:23:04, 345.2 , 251.1 , 234.5 , 264.5 , 94.7 , 537.2 , 0 , 0 , 166.2 , 258 , 257.9 , 0 , 0 , 32.8 , 28.5 , 3 , 38.5 , 0 , 31.4 , 24.7 , 7.3 , 0 , 7.41 , 7.52 , 35 , 19 , 20 , 9 , 59.98 , .016 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 257 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:24:04, 345.2 , 251.1 , 234.5 , 264.5 , 94.7 , 537.2 , 0 , 0 , 166.2 , 258 , 257.9 , 0 , 0 , 32.8 , 28.5 , 3 , 38.5 , 0 , 31.4 , 24.7 , 7.3 , 0 , 7.41 , 7.52 , 35 , 19 , 20 , 9 , 59.98 , .016 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 257 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,20:25:04, 350.8 , 260.7 , 233.1 , 268.4 , 93.9 , 535.1 , 0 , 0 , 167.2 , 258 , 257.9 , 0 , 0 , 31.6 , 28.8 , 3 , 35.1 , 0 , 35 , 23.7 , 7.37 , 0 , 7.4 , 7.39 , 35 , 19 , 20 , 9 , 60.02 , .011 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 264 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
